word,noun,verb,adjective,adverb,auxiliary,compositions,conjunctions,determiners,existential_determiners,modifiers,negative_quantifiers,prepositions,universal_determiners,possessive_determiners,pronouns,frequency,review_count,avg_sentiment,confident,resolved_word,normalized_sentiment,sentiment_strength,open_class,closed_class,pos_count,word_length,log_frequency,frequency_rank,cluster,pc1,pc2
men,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.5125000000000001,1,men,0.1908230944231557,0.1908230944231557,True,False,1,3,2.8903717578961645,3506.5,1,0.2120578960322536,0.5759387492840172
routines,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,0.4708882352941178,1,routines,0.1492113297172734,0.1492113297172734,True,False,1,8,2.8903717578961645,3506.5,1,-0.2861461793490637,0.9801797897369247
earned,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17,16,-0.0138882352941176,1,earned,-0.33556514087096195,0.33556514087096195,True,False,2,6,2.8903717578961645,3506.5,1,-0.10667573404565824,-1.4216848293622366
matching,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.5389588235294117,1,matching,0.21728191795256735,0.21728191795256735,True,False,3,8,2.8903717578961645,3506.5,1,0.35148723047918234,0.021304644043156885
intent,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.2254529411764706,1,intent,-0.09622396440037376,0.09622396440037376,True,False,2,6,2.8903717578961645,3506.5,1,0.32923759829003113,-0.10412764875385697
flexibility,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,0.7838529411764705,1,flexibility,0.46217603559962617,0.46217603559962617,True,False,1,11,2.8903717578961645,3506.5,1,-1.0458163081003908,1.0764336059852098
yahi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.2197705882352941,1,yahi,-0.10190631734155026,0.10190631734155026,True,False,1,4,2.8903717578961645,3506.5,1,0.17564230388598367,0.17480414152256624
triggers,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,-0.0506,1,triggers,-0.37227690557684434,0.37227690557684434,True,False,2,8,2.8903717578961645,3506.5,1,-0.39551465181975226,-1.4692897247546262
admits,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.1503823529411765,1,admits,-0.17129455263566787,0.17129455263566787,True,False,1,6,2.8903717578961645,3506.5,1,-0.17271044010529352,-0.05268254059513658
nightmare,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,-0.0152470588235294,1,nightmare,-0.33692396440037375,0.33692396440037375,True,False,1,9,2.8903717578961645,3506.5,1,-0.807335535157986,-0.7327250092274881
furthermore,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,17,0.3272235294117647,1,furthermore,0.005546623834920328,0.005546623834920328,True,False,1,11,2.8903717578961645,3506.5,1,-0.42323220778073045,1.2741086770827006
happier,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.6730411764705881,1,happier,0.3513642708937438,0.3513642708937438,True,False,1,7,2.8903717578961645,3506.5,1,-0.45078059333553844,0.815422235635965
programmer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.3303235294117647,1,programmer,0.00864662383492032,0.00864662383492032,True,False,1,10,2.8903717578961645,3506.5,1,-0.31647105874509984,1.1955212278533447
views,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.3195411764705882,1,views,-0.0021357291062561456,0.0021357291062561456,True,False,2,5,2.8903717578961645,3506.5,0,0.6115887863639595,0.33657634047159896
j,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,0.3848470588235295,1,j,0.06317015324668512,0.06317015324668512,True,False,1,1,2.8903717578961645,3506.5,0,0.6080798553396037,0.47670884731909463
surprising,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.7842470588235294,1,surprising,0.46257015324668505,0.46257015324668505,True,False,2,10,2.8903717578961645,3506.5,1,-0.5701442821409424,0.534313855194411
earn,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.4703176470588235,1,earn,0.14864074148197914,0.14864074148197914,True,False,2,4,2.8903717578961645,3506.5,0,0.5238045435022461,0.2067412869021651
signal,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.0909529411764706,1,signal,-0.23072396440037377,0.23072396440037377,True,False,2,6,2.8903717578961645,3506.5,1,0.084272047172858,-0.8445411597303268
praise,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.6779705882352941,1,praise,0.35629368265844974,0.35629368265844974,True,False,2,6,2.8903717578961645,3506.5,1,0.018707858077084055,0.27133915404768355
practices,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,0.113535294117647,1,practices,-0.20814161145919735,0.20814161145919735,True,False,2,9,2.8903717578961645,3506.5,1,-0.20756197971691873,-0.48849044239271916
notebook,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.3853705882352941,1,notebook,0.06369368265844971,0.06369368265844971,True,False,1,8,2.8903717578961645,3506.5,1,-0.16954850520930256,1.0172004163696082
applied,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17,16,0.2848117647058823,1,applied,-0.03686514087096204,0.03686514087096204,True,False,2,7,2.8903717578961645,3506.5,1,0.32636033833517447,0.2998841655340123
unsure,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.2963823529411765,1,unsure,-0.025294552635667877,0.025294552635667877,True,False,1,6,2.8903717578961645,3506.5,1,0.09320012095870105,0.7510377018031131
fashion,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,0.5786529411764706,1,fashion,0.25697603559962623,0.25697603559962623,True,False,2,7,2.8903717578961645,3506.5,1,0.043133127799471774,0.39157926456681835
refining,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.4617058823529412,1,refining,0.14002897677609683,0.14002897677609683,True,False,2,8,2.8903717578961645,3506.5,1,0.09159493827002727,0.5194511551119644
blame,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17,17,-0.0598470588235294,1,blame,-0.3815239644003738,0.3815239644003738,True,False,3,5,2.8903717578961645,3506.5,1,0.2858286004771692,-2.2166342184205616
clips,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,0.3606764705882354,1,clips,0.03899956501139101,0.03899956501139101,True,False,2,5,2.8903717578961645,3506.5,0,0.5623052650141014,0.33145045779689214
typically,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,17,0.3196647058823529,1,typically,-0.0020121996944914566,0.0020121996944914566,True,False,1,9,2.8903717578961645,3506.5,1,-0.19735899228213868,1.1109418723576987
treated,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.4332058823529411,1,treated,0.11152897677609674,0.11152897677609674,True,False,2,7,2.8903717578961645,3506.5,1,0.24144060412219365,0.454543359636273
evolving,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.6850823529411765,1,evolving,0.3634054473643321,0.3634054473643321,True,False,1,8,2.8903717578961645,3506.5,1,-0.5781857383290551,0.887455062981119
tts,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,0.3420705882352941,1,tts,0.020393682658449763,0.020393682658449763,True,False,1,3,2.8903717578961645,3506.5,0,0.44442716366544216,0.6497177158150902
flying,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,17,17,0.7416882352941178,1,flying,0.4200113297172734,0.4200113297172734,True,False,3,6,2.8903717578961645,3506.5,1,0.29705463152131867,-0.22094792230645874
precious,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,17,16,0.4392,1,precious,0.11752309442315562,0.11752309442315562,True,False,3,8,2.8903717578961645,3506.5,0,0.48750180990800374,0.06449028216832395
operation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.2470470588235294,1,operation,-0.07462984675331497,0.07462984675331497,True,False,1,9,2.8903717578961645,3506.5,1,-0.3296178914092544,0.7111865785459991
clarification,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,0.4362647058823529,1,clarification,0.11458780030550852,0.11458780030550852,True,False,1,13,2.8903717578961645,3506.5,1,-0.7938782528647896,1.3813956200894315
bet,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,0.2601647058823528,1,bet,-0.061512199694491565,0.061512199694491565,True,False,2,3,2.8903717578961645,3506.5,0,0.7254217003112864,-0.14477807757579492
apologize,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.2589411764705882,1,apologize,-0.06273572910625619,0.06273572910625619,True,False,1,9,2.8903717578961645,3506.5,1,-0.30795507293740126,0.7766629012748167
marvelous,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.8708117647058823,1,marvelous,0.5491348591290379,0.5491348591290379,True,False,1,9,2.8903717578961645,3506.5,1,-0.9424033420049708,0.8842981776709394
healthy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,16,0.8349000000000001,1,healthy,0.5132230944231557,0.5132230944231557,True,False,1,7,2.8903717578961645,3506.5,1,-0.6714644289133117,0.7453534804822354
contextual,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.4872411764705883,1,contextual,0.16556427089374393,0.16556427089374393,True,False,1,10,2.8903717578961645,3506.5,1,-0.530417925945008,1.127591510144343
headphones,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,0.0832705882352941,1,headphones,-0.23840631734155027,0.23840631734155027,True,False,1,10,2.8903717578961645,3506.5,1,-0.7388926256928986,-0.11314648850750171
cold,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,17,17,0.4314176470588236,1,cold,0.10974074148197921,0.10974074148197921,True,False,3,4,2.8903717578961645,3506.5,0,0.9420637137939241,-0.24112256537664606
flawed,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17,17,-0.4230411764705882,1,flawed,-0.7447180820474326,0.7447180820474326,True,False,2,6,2.8903717578961645,3506.5,1,-0.8518681186293493,-3.6740444256657283
sidebar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,-0.1229117647058823,1,sidebar,-0.44458867028272664,0.44458867028272664,True,False,1,7,2.8903717578961645,3506.5,1,-0.7814502358671589,-1.4799029353267439
commercial,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,15,0.0729823529411764,1,commercial,-0.24869455263566798,0.24869455263566798,True,False,2,10,2.8903717578961645,3506.5,1,-0.3924090575473575,-0.6344862154188817
displayed,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17,16,0.1713235294117646,1,displayed,-0.15035337616507977,0.15035337616507977,True,False,2,9,2.8903717578961645,3506.5,1,-0.10231196553913145,-0.17037006925329937
timeline,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,0.3160588235294118,1,timeline,-0.005618082047432582,0.005618082047432582,True,False,1,8,2.8903717578961645,3506.5,1,-0.09293860993547938,1.013846273116188
magical,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.6525000000000001,1,magical,0.3308230944231557,0.3308230944231557,True,False,1,7,2.8903717578961645,3506.5,1,-0.4227740533647005,0.8243145198704767
sexual,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,15,-0.2511235294117646,1,sexual,-0.5728004349886089,0.5728004349886089,True,False,2,6,2.8903717578961645,3506.5,1,-0.5387536118744617,-2.727649268359875
posters,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,0.4418235294117648,1,posters,0.12014662383492042,0.12014662383492042,True,False,1,7,2.8903717578961645,3506.5,1,-0.13553057425371282,0.9155164556834878
elaborate,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.1841235294117646,1,elaborate,-0.13755337616507976,0.13755337616507976,True,False,2,9,2.8903717578961645,3506.5,1,-0.07899925881571275,-0.09990692471427474
owners,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.2688705882352941,1,owners,-0.05280631734155028,0.05280631734155028,True,False,1,6,2.8903717578961645,3506.5,1,0.04309280048745588,0.5995872757879391
incapable,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,17,-0.4317117647058823,1,incapable,-0.7533886702827266,0.7533886702827266,True,False,2,9,2.8903717578961645,3506.5,1,-1.2006232901981346,-3.49003906078025
si,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,0.1100529411764705,1,si,-0.21162396440037384,0.21162396440037384,True,False,1,2,2.8903717578961645,3506.5,1,0.1977885707106005,-0.5836750885491715
eating,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17,16,0.2511529411764706,1,eating,-0.07052396440037378,0.07052396440037378,True,False,3,6,2.8903717578961645,3506.5,0,0.7412667269750373,-0.4273545455688431
protection,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,0.1701705882352941,1,protection,-0.15150631734155026,0.15150631734155026,True,False,1,10,2.8903717578961645,3506.5,1,-0.5806212027034388,0.36523220371447035
battle,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,0.031370588235294,1,battle,-0.2903063173415504,0.2903063173415504,True,False,2,6,2.8903717578961645,3506.5,1,-0.02424560282783529,-1.1725380306107416
nose,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.3839823529411764,1,nose,0.06230544736433202,0.06230544736433202,True,False,2,4,2.8903717578961645,3506.5,0,0.6415170255045348,0.24411587330248818
expanding,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.4446588235294118,1,expanding,0.12298191795256741,0.12298191795256741,True,False,2,9,2.8903717578961645,3506.5,1,0.0038496845009651994,0.6040762921763798
literature,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,0.5428529411764705,1,literature,0.22117603559962618,0.22117603559962618,True,False,1,10,2.8903717578961645,3506.5,1,-0.6062409009977868,1.1035171529985603
pasted,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.2393470588235294,1,pasted,-0.08232984675331495,0.08232984675331495,True,False,2,6,2.8903717578961645,3506.5,1,0.35454302718741854,-0.027641459690816526
mirror,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,0.519635294117647,1,mirror,0.1979583885408026,0.1979583885408026,True,False,2,6,2.8903717578961645,3506.5,1,0.23458759358540346,0.33988257178547016
fraction,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.4957941176470588,1,fraction,0.1741172120702144,0.1741172120702144,True,False,1,8,2.8903717578961645,3506.5,1,-0.3201037080536823,0.9693980224262367
requesting,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,0.2352117647058823,1,requesting,-0.08646514087096208,0.08646514087096208,True,False,1,10,2.8903717578961645,3506.5,1,-0.46216136895305254,0.7232795332953503
touching,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.043835294117647,1,touching,-0.2778416114591974,0.2778416114591974,True,False,2,8,2.8903717578961645,3506.5,1,-0.22351915837408892,-0.9494297420204809
elements,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.3953058823529412,1,elements,0.07362897677609681,0.07362897677609681,True,False,1,8,2.8903717578961645,3506.5,1,-0.1830946237690809,1.012899423221816
unbelievably,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,16,0.5749470588235294,1,unbelievably,0.253270153246685,0.253270153246685,True,False,1,12,2.8903717578961645,3506.5,1,-0.8719747039975007,1.244114511260631
wondering,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.3937941176470587,1,wondering,0.07211721207021432,0.07211721207021432,True,False,2,9,2.8903717578961645,3506.5,1,0.07320035779072413,0.6260956454913347
won,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.722370588235294,1,won,0.4006936826584496,0.4006936826584496,True,False,3,3,2.8903717578961645,3506.5,0,0.6563563538166781,-0.4443216781271442
standards,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,0.1478411764705882,1,standards,-0.17383572910625616,0.17383572910625616,True,False,1,9,2.8903717578961645,3506.5,1,-0.5103020820758245,0.1650648264087514
converse,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.6919176470588235,1,converse,0.37024074148197916,0.37024074148197916,True,False,3,8,2.8903717578961645,3506.5,1,0.14293795818201593,-0.04491129723691392
js,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,0.3181,1,js,-0.003576905576844369,0.003576905576844369,True,False,1,2,2.8903717578961645,3506.5,0,0.5767057634467554,0.5616100658884313
throws,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,-0.1505058823529411,1,throws,-0.47218278792978546,0.47218278792978546,True,False,2,6,2.8903717578961645,3506.5,1,-0.35549816678986756,-2.1737558458690596
statements,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0.117575,1,statements,-0.20410190557684438,0.20410190557684438,True,False,1,10,2.833213344056216,3624.5,1,-0.7383255411278427,0.08218380546689251
halfway,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,16,16,-0.0073999999999999,1,halfway,-0.32907690557684427,0.32907690557684427,True,False,2,7,2.833213344056216,3624.5,1,-0.26775819135842965,-1.3022352699429
closer,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,16,16,0.6594875000000002,1,closer,0.33781059442315586,0.33781059442315586,True,False,3,6,2.833213344056216,3624.5,1,0.34721819572951496,-0.17887638834775596
implementation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0.497825,1,implementation,0.17614809442315565,0.17614809442315565,True,False,1,14,2.833213344056216,3624.5,1,-1.0507111696980758,1.4384783997249684
revolutionary,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0.35494375,1,revolutionary,0.03326684442315564,0.03326684442315564,True,False,2,13,2.833213344056216,3624.5,1,-0.3796926251694804,0.9583826179481176
savvy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0.7034812499999998,1,savvy,0.3818043444231555,0.3818043444231555,True,False,1,5,2.833213344056216,3624.5,1,-0.33221975693339123,0.6542405986686809
complexity,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,0.46031875,1,complexity,0.13864184442315564,0.13864184442315564,True,False,1,10,2.833213344056216,3624.5,1,-0.5556226916765902,1.145733040153868
humble,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0.78105,1,humble,0.45937309442315566,0.45937309442315566,True,False,2,6,2.833213344056216,3624.5,1,-0.18374584390858312,0.23320283170281805
reader,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0.38693125,1,reader,0.06525434442315564,0.06525434442315564,True,False,1,6,2.833213344056216,3624.5,1,-0.011612494698670376,0.8685206893248141
leak,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,-0.272925,1,leak,-0.5946019055768443,0.5946019055768443,True,False,2,4,2.833213344056216,3624.5,1,-0.418396873960323,-2.995669022780441
sticking,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0.0435374999999999,1,sticking,-0.27813940557684447,0.27813940557684447,True,False,2,8,2.833213344056216,3624.5,1,-0.2859732517558024,-0.9445822788630653
primarily,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,16,0.4914375,1,primarily,0.16976059442315566,0.16976059442315566,True,False,1,9,2.833213344056216,3624.5,1,-0.4870632611711276,1.0550162618545595
firstly,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,16,0.32946875,1,firstly,0.007791844423155614,0.007791844423155614,True,False,1,7,2.833213344056216,3624.5,1,-0.04425395875205661,0.9706416884650433
mod,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,15,0.2929624999999999,1,mod,-0.02871440557684446,0.02871440557684446,True,False,2,3,2.833213344056216,3624.5,0,0.7232447743021073,0.04225838694315005
existent,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,16,-0.2042749999999999,1,existent,-0.5259519055768442,0.5259519055768442,True,False,2,8,2.833213344056216,3624.5,1,-0.7373154497946456,-2.308773529337833
women,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,0.5309187499999999,1,women,0.20924184442315552,0.20924184442315552,True,False,1,5,2.833213344056216,3624.5,1,-0.09694216411207988,0.7289429800252234
cards,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0.3224375,1,cards,0.000760594423155625,0.000760594423155625,True,False,1,5,2.833213344056216,3624.5,1,0.18730827644353334,0.8191946038901342
smoke,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,0.45195,1,smoke,0.13027309442315566,0.13027309442315566,True,False,2,5,2.833213344056216,3624.5,1,0.3759481053312614,0.29842490706103714
spell,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0.0266624999999999,1,spell,-0.29501440557684444,0.29501440557684444,True,False,2,5,2.833213344056216,3624.5,1,0.01625560679684056,-1.2692143996983807
opportunities,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0.6560374999999999,1,opportunities,0.3343605944231556,0.3343605944231556,True,False,1,13,2.833213344056216,3624.5,1,-1.1554356888493087,1.2927426817340524
outfit,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,0.28028125,1,outfit,-0.04139565557684438,0.04139565557684438,True,False,1,6,2.833213344056216,3624.5,1,0.0019633788377253466,0.668889006067779
registration,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0.2063,1,registration,-0.11537690557684435,0.11537690557684435,True,False,1,12,2.833213344056216,3624.5,1,-0.7987058254704746,0.7250999164790509
pointing,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0.2418375,1,pointing,-0.07983940557684435,0.07983940557684435,True,False,2,8,2.833213344056216,3624.5,1,0.07519157193591111,0.14704596817510596
violated,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16,16,-0.29913125,1,violated,-0.6208081555768443,0.6208081555768443,True,False,2,8,2.833213344056216,3624.5,1,-0.9100776323831836,-2.8309508460706345
relaxed,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0.903075,1,relaxed,0.5813980944231556,0.5813980944231556,True,False,2,7,2.833213344056216,3624.5,1,-0.46110668176285374,0.25762361397245004
downgraded,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,0.0453437499999999,1,downgraded,-0.27633315557684446,0.27633315557684446,True,False,1,10,2.833213344056216,3624.5,1,-0.8698806932775254,-0.31544439836001614
hated,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16,16,-0.4033187499999999,1,hated,-0.7249956555768442,0.7249956555768442,True,False,2,5,2.833213344056216,3624.5,1,-0.7668714852202669,-3.636232444059355
hoon,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,0.2336437499999999,1,hoon,-0.08803315557684446,0.08803315557684446,True,False,1,4,2.833213344056216,3624.5,1,0.13899784632269188,0.2576617697264171
harsh,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0.0735875,1,harsh,-0.24808940557684436,0.24808940557684436,True,False,1,5,2.833213344056216,3624.5,1,-0.2635012308109558,-0.5461917316219362
simplified,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0.58384375,1,simplified,0.26216684442315563,0.26216684442315563,True,False,2,10,2.833213344056216,3624.5,1,-0.3588193012559821,0.6275553346807856
identical,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,15,0.35190625,1,identical,0.030229344423155613,0.030229344423155613,True,False,2,9,2.833213344056216,3624.5,1,0.06839998452858868,0.6507157214997504
lens,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,0.5336875,1,lens,0.21201059442315562,0.21201059442315562,True,False,1,4,2.833213344056216,3624.5,1,0.010270622461382184,0.6504989290650415
bouncing,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0.7562375,1,bouncing,0.43456059442315564,0.43456059442315564,True,False,2,8,2.833213344056216,3624.5,1,-0.3718912252314971,0.398435089512482
category,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0.23171875,1,category,-0.08995815557684436,0.08995815557684436,True,False,1,8,2.833213344056216,3624.5,1,-0.3084593449026679,0.5560466049001448
violence,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,-0.47339375,1,violence,-0.7950706555768443,0.7950706555768443,True,False,1,8,2.833213344056216,3624.5,1,-1.5926844167399001,-3.3255505828946212
toy,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,0.2059062499999999,1,toy,-0.11577065557684446,0.11577065557684446,True,False,2,3,2.833213344056216,3624.5,0,0.5646887723731526,-0.43698045108618294
vertical,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,15,0.228175,1,vertical,-0.09350190557684437,0.09350190557684437,True,False,2,8,2.833213344056216,3624.5,1,0.05030798946648074,0.07183481877944768
